company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,ABI,primary_SIC_code,SIC6_description,primary_NAICS_code,NAICS8_description,parent_company_ABI,classification,unique_id,parent_company_unique_id
VANTAGE DRILLING INTL,VTDRF,Vantage Drilling International,,,,,,,,,,,,f,b4b15946-c28c-40be-91a7-88296fd10e21,
VAR ENERGI,VARo,Var Energi ASA,,,,,,,,,,,,f,bbded2e6-1aaf-415e-af12-0db9cfa4b30f,
VELESTO ENERGY,5243,Velesto Energy Bhd,,,,,,,,,,,,f,486a4591-2aa9-496c-9e64-a0a452ac3603,
VERMILION ENERGY,VET,Vermilion Energy Inc,,,,,,,,,,,,f,a7f87a42-9876-454c-b2bd-fe8fab8926cd,
VERTEX ENERGY,VTNR,Vertex Energy Inc,,,,,,,,,,,,f,bce1c98f-996f-4c34-b63c-2eecf3be51c4,
VIETNAM NATIONAL,PLX,Tập đoàn Xăng dầu Việt Nam,,,,,,,,,,,,f,42a809e8-0e40-4957-afcd-e2f9dc59bee5,
VIPER ENERGY,VNOM,Viper Energy Inc,,,,,,,,,,,,f,65e08ee4-6f69-41de-842c-d00884d07ef0,
VISTA ENERGY,VISTAA,Vista Energy SAB de CV,,,,,,,,,,,,f,9b9f1b3a-f1bc-44e0-aa08-ffcfea1b283c,
VITAL ENERGY,VTLE,Vital Energy,,,,,,,,,,,,f,ac4e8bda-c239-4afd-9d5d-0c581bf458bd,
VITESSE ENERGY,VTS,Vitesse Energy Inc,,,,,,,,,,,,f,0d5f504f-ed5c-40fa-af23-f6e05e0be649,
VIVA ENERGY GROUP,VEA,Viva Energy Group Ltd,,,,,,,,,,,,f,6aa717ed-e36a-4455-8fcf-e0f2aa8fdba7,
VIVAKOR,VIVK,Vivakor Inc,,,,,,,,,,,,f,22556325-ff8a-4dc4-a175-c0f16bdcfc11,
VOC ENERGY,VOC,VOC Energy Trust,,,,,,,,,,,,f,e79c3cfe-8a31-490a-9f30-c3475371af1e,
W&T OFFSHORE,WTI,W&T Offshore Inc,,,,,,,,,,,,f,4aeb0920-cc25-4dd5-b614-08490078e906,
WASCO,5142,Wasco Bhd,,,,,,,,,,,,f,284fca3c-17ae-45f3-9375-caeae142db3f,
WEATHERFORD INTERNATIONAL,WFRD,Weatherford International PLC,,,,,,,,,,,,f,77acdaf7-d80c-457c-832f-3d1d3cadaad9,
WESTCORE ENERGY,WTR.H,Westcore Energy Ltd,,,,,,,,,,,,f,c464d90f-5b5d-4900-95a5-d1bcb53fd2a0,
WESTERN MIDSTREAM,WES,Western Midstream Partners LP,,,,,,,,,,,,f,d12c8be8-8bfa-45bf-ab2d-f29858831424,
WHITECAP RES,WCP,Whitecap Resources Inc,,,,,,,,,,,,f,f8e2be79-1675-4329-877f-74d298e291d6,
WILLIAMS COMPANIES,WMB,Williams Companies Inc,,,,,,,,,,,,f,224621e5-abce-49bf-abfc-4f8981912097,
WOODSIDE ENERGY GROUP,WDS,Woodside Energy Group Ltd,,,,,,,,,,,,f,9e904c5f-70c6-4bfa-98c0-4709f2010819,
WORLD KINECT,WKC,World Kinect Corp,,,,,,,,,,,,f,1d793971-b905-4b10-9462-19e6a06f7779,
WORLEY,WOR,Worley Ltd,,,,,,,,,,,,f,4d15820b-c642-463a-b1ff-3344ffe37a12,
WUXI HUAGUANG ENVIRONMENT,600475,无锡华光环保能源集团股份有限公司,,,,,,,,,,,,f,706a83c5-8d46-4cbc-a4f1-1897b7328e97,
XCEL ENERGY,XEL,Xcel Energy Inc,,,,,,,,,,,,f,6175e6ff-caa4-4c70-8d50-066bd41352e6,
YANCHANG PTRL INTL,346,延长石油国际有限公司,,,,,,,,,,,,f,2a684248-208c-4d9a-bf41-ceb391b6a204,
YANGARRA RESOURCES,YGR,Yangarra Resources Ltd,,,,,,,,,,,,f,ce9adb8f-7591-4905-9a00-83d309663f5d,
YANGZIJIANG SHIPBUILDING,BS6,Yangzijiang Shipbuilding (Holdings) Ltd,,,,,,,,,,,,f,04b366e1-2f33-463e-950d-46b11f44cb02,
YANTAI JEREH OILFIELD,2353,烟台杰瑞石油服务集团股份有限公司,,,,,,,,,,,,f,3b30ad53-0863-495b-aafb-d793ae1183e6,
YINSON HOLDINGS,7293,Yinson Holdings Bhd,,,,,,,,,,,,f,e9335e5c-8025-4698-be5a-c372bc3768c4,
YPF,YPFD,YPF SA,,,,,,,,,,,,f,51a5fa46-ac0c-41db-961a-e116cb4ef6f9,
YUNNAN ENERGY INVESTMENT,2053,云南能源投资股份有限公司,,,,,,,,,,,,f,ef1c1e89-755d-438a-b09a-0b6aa4bc6f5d,
ZE PAK,ZEP,Ze Pak SA,,,,,,,,,,,,f,549f8430-e264-459d-b06f-d89464a7eb43,
ZHONGMAN PETROLEUM,603619,中曼石油天然气集团股份有限公司,,,,,,,,,,,,f,4076c601-b896-41cd-b30a-761eca6f601e,
ZHUHAI PORT,507,珠海港股份有限公司,,,,,,,,,,,,f,62352fdb-3516-4ab6-82ee-b9343d4c63b8,
ABM INVESTAMA,ABMM,PT ABM Investama Tbk,,,,,,,,,,,,f,5e06292f-f1be-43ff-afc7-8085ae15d0c5,
ABOITIZ EQUITY VENTURES,AEV,Aboitiz Equity Ventures Inc,,,,,,,,,,,,f,1850564b-24c3-4a89-846d-c800b9aae154,
ABOITIZ POWER,AP,Aboitiz Power Corp,,,,,,,,,,,,f,8dd32c30-7a00-449b-856c-b1f4d0d4624b,
ADANI ENERGY SOLUTIONS,539254,Adani Energy Solutions Ltd,,,,,,,,,,,,f,4ce2dc76-a2d6-4f4b-b5cc-2878460e8c07,
ADANI ENTERPRISES,512599,Adani Enterprises Ltd,,,,,,,,,,,,f,c3048083-c5a6-4e70-bab4-8dc57b60a457,
ADANI POWER,533096,Adani Power Ltd,,,,,,,,,,,,f,978ee77c-3250-46d4-a827-4a05e2bac359,
ADARO ENERGY INDONESIA,ADRO,PT Adaro Energy Indonesia Tbk,,,,,,,,,,,,f,9573f2d4-b1bd-4a4f-a171-228e462e784e,
ADARO MINERALS INDONESIA,ADMR,PT Adaro Minerals Indonesia Tbk,,,,,,,,,,,,f,b1126bd6-7599-4e7c-af2a-d5ebd87c77b4,
AFRICAN RAINBOW MINERALS,ARI,African Rainbow Minerals Ltd,,,,,,,,,,,,f,2ebf72ab-140c-4eae-8478-51d80213e5a5,
ALLIANCE RES PARTNERS,ARLP,Alliance Resource Partners LP,,,,,,,,,,,,f,8a3de1f4-fbfb-4b9d-a8a6-480f8d661b6d,
ALLIANT ENERGY,LNT,Alliant Energy Corp,,,,,,,,,,,,f,0e902d5e-b27f-41b1-b5af-c1d532018f83,
ALPHA METALLURGICAL,AMR,Alpha Metallurgical Resources Inc,,,,,,,,,,,,f,8defff3b-2eb4-4299-b4c4-a898f1ff55e1,
ALTINYAG KOMBINALARI,ALMAD,ALTINYAĞ KOMBİNALARI A.Ş.,,,,,,,,,,,,f,4fb406be-db2e-419f-8a2d-901c2408d09f,
ALUMINUM CORPORATION OF CHINA,601600,中国铝业股份有限公司,,,,,,,,,,,,f,a5e84bcf-fff0-49fb-90b7-ae61c89f2e54,
AMBUJA CEMENTS,500425,Ambuja Cements Ltd,,,,,,,,,,,,f,7d06cc1e-8cde-499b-825c-654582076ff2,
AMEREN,AEE,Ameren Corp,,,,,,,,,,,,f,9d1ccfc8-a899-4156-9792-30e9dd7db62e,
AMERICAN RES,AREC,American Resources Corp,,,,,,,,,,,,f,f93d3c42-88f8-458e-b4ad-344336c22ce8,
AN HUI WENERGY,543,安徽省皖能股份有限公司,,,,,,,,,,,,f,565f3041-93bc-4bff-83df-53231b6d5a9f,
ANGLO AMERICAN,AAL,Anglo American PLC,,,,,,,,,,,,f,ad03adc5-824e-4884-92b3-a8aad143f556,
ANHUI HENGYUAN COAL,600971,安徽恒源煤电股份有限公司,,,,,,,,,,,,f,bbff3b3e-84be-456a-ac62-cc7b7886f9fe,
APSEZ,532921,Adani Ports & Special Economic Zone Ltd,,,,,,,,,,,,f,eca4306a-ed72-4b1c-996b-7233b02001f8,
ARCH RESOURCES,ARCH,Arch Resources Inc,,,,,,,,,,,,f,4852ddeb-8999-4c56-b64a-7afb84ff6d73,
ASIA GREEN ENERGY,AGE,บริษัท เอเชีย กรีน เอนเนอจี จำกัด (มหาชน),,,,,,,,,,,,f,3bb9ac28-cb0e-4f7b-a673-4be7b94ba7e0,
ASTRA INTERNATIONAL,ASII,PT Astra International Tbk,,,,,,,,,,,,f,e1f3fa1d-3802-4c22-9f63-07793daab704,
ASTRINDO NUSANTARA,BIPI,PT Astrindo Nusantara Infrastruktur Tbk,,,,,,,,,,,,f,7e0a40ce-7ce8-47e9-9c58-096fd86b55e7,
AURIZON HOLDINGS,AZJ,Aurizon Holdings Ltd,,,,,,,,,,,,f,ce39fb70-2c74-489e-af2c-b91adf52422d,
AVISTA,AVA,Avista Corp,,,,,,,,,,,,f,df1aad99-c763-4ae9-b221-e5988272f05a,
BAJAJ HINDUSTHAN SUGAR,500032,Bajaj Hindusthan Sugar Ltd,,,,,,,,,,,,f,a17ca260-7c99-4223-91f7-c151a2a6a815,
BANPU,BANPU,บริษัท บ้านปู จำกัด (มหาชน),,,,,,,,,,,,f,d196fec1-7089-4b44-b617-bb33de275423,
BANPU POWER,BPP,บริษัท บ้านปู เพาเวอร์ จำกัด (มหาชน),,,,,,,,,,,,f,df9d48c5-037a-4452-adc5-4519e5a6d25e,
BAOTAILONG NEW MATERIALS,601011,宝泰隆新材料股份有限公司,,,,,,,,,,,,f,2a7cbd96-e097-4080-b3f7-81ef7da9d164,
BARAMULTI SUKSESSARANA,BSSR,PT Baramulti Suksessarana Tbk,,,,,,,,,,,,f,3d10d175-2330-48a2-b6a2-dc167d82bda1,
BATHURST RESOURCES,BRL,Bathurst Resources Ltd,,,,,,,,,,,,f,f84db64a-a4f2-46fc-8e23-a48b9ceb2c6f,
BAYAN RESOURCES,BYAN,PT Bayan Resources Tbk,,,,,,,,,,,,f,5ba6eb8e-a1e9-4768-a656-f65c03a5e6c8,
BEIJING HAOHUA ENERGY,601101,北京昊华能源股份有限公司,,,,,,,,,,,,f,d677e75e-3126-4ced-bc38-9e0a1ed5637c,
BEIJING JINGNENG POWER,600578,北京京能电力股份有限公司,,,,,,,,,,,,f,1027b564-385e-4cdb-b126-bf748024037c,
BHARAT HEAVY ELECTRICALS,500103,Bharat Heavy Electricals Ltd,,,,,,,,,,,,f,d0ac5147-0eb8-4114-9859-0ba8ae8e78a4,
BLACK HILLS,BKH,Black Hills Corp,,,,,,,,,,,,f,2a9f1fd8-a8f0-4ab3-94b5-a61d99ae1ef8,
BOWEN COKING COAL,BCB,Bowen Coking Coal Ltd,,,,,,,,,,,,f,43315c89-4c41-47e2-b637-aefb7fda4603,
BUKIT ASAM,PTBA,PT Bukit Asam Tbk,,,,,,,,,,,,f,5b3b8818-60b7-41dc-8f7d-889486558a73,
BUMECH,BMC,Bumech S.A.,,,,,,,,,,,,f,7e0aaa17-4326-4d16-82ee-03ccba966194,
BUMI RESOURCES,BUMI,PT Bumi Resources Tbk,,,,,,,,,,,,f,87ba3c7a-4be9-4f20-a374-805d0419d22e,
CAN2 TERMIK,CANTE,CAN2 Termik AS,,,,,,,,,,,,f,a8bffa0d-e090-4261-a9c5-888870e4e898,
CCS SUPPLY CHAIN,600180,瑞茂通供应链管理股份有限公司,,,,,,,,,,,,f,bd255908-d3a5-4554-8a66-8bd7d13aaca4,
CESC,500084,CESC Ltd,,,,,,,,,,,,f,8a4318b5-a035-4fa3-b640-c2a05d8fad82,
CHINA CAMC ENGINEERING,2051,中工国际工程股份有限公司,,,,,,,,,,,,f,7e7ba494-7326-4e1b-a806-01877573954e,
CHINA COAL ENERGY,1898,中国中煤能源股份有限公司,,,,,,,,,,,,f,2015d304-48aa-4d3d-99e3-be2197754303,
CHINA COAL XINJI ENERGY,601918,中煤新集能源股份有限公司,,,,,,,,,,,,f,2f80523b-b64b-499a-8c76-080c8e6a0cc6,
CHINA DAYE NON-FERROUS,661,中国大冶有色金属矿业有限公司,,,,,,,,,,,,f,45158415-ce3a-4b5f-b83b-98e0e2c7c330,
CHINA LEON INSPECTION,1586,中国力鸿检验控股有限公司,,,,,,,,,,,,f,309de418-9d32-44e2-9c67-5ee93c970853,
CHINA NATURAL RESOURCES,CHNR,中国天然资源有限公司,,,,,,,,,,,,f,d9c84e6b-8c1d-4e37-a4de-effa4da82acf,
CHINA POWER INTL DEV,2380,中國電力國際發展有限公司,,,,,,,,,,,,f,4f7a2355-cfa2-41a1-86c9-b0deb4948c4a,
CHINA SHENHUA ENERGY,601088,中国神华能源股份有限公司,,,,,,,,,,,,f,df839ef3-beca-48ed-a566-b73c9ac0e3df,
CHINA XLX FERTILISER,1866,China XLX Fertiliser Ltd,,,,,,,,,,,,f,cbfde7a5-a300-4f37-9255-78e52c79522e,
CHN ENERGY CHANGYUAN,966,国电长源电力股份有限公司,,,,,,,,,,,,f,1d48150b-af74-43b2-8701-7493c94562f0,
CHUGOKU ELECTRIC POWER,9504,中国電力株式会社,,,,,,,,,,,,f,0e578c2b-da68-4ed4-9e3f-f09e07b0d2ee,
CIKARANG LISTRINDO,POWR,PT Cikarang Listrindo Tbk,,,,,,,,,,,,f,4b278fa7-6c56-4269-9dc6-ba339700ff01,
CITIC,267,中國中信股份有限公司,,,,,,,,,,,,f,39220ba6-1199-4cc4-a2b0-032ec240fada,
COAL INDIA,COALINDIA,Coal India Ltd,,,,,,,,,,,,f,ef038b45-e2ab-404b-8ee2-bf0617fd28c2,
COLBUN,COLBUN,Colbun SA,,,,,,,,,,,,f,d944224b-929d-4840-821b-64448e2b9d23,
COLONIAL COAL INTL,CAD,Colonial Coal International Corp,,,,,,,,,,,,f,def9f5d9-1ebd-4c87-b95c-ce2cde087069,
CONSOL ENERGY,CEIX,CONSOL Energy Inc,,,,,,,,,,,,f,e8ddf252-64ef-49f9-85e3-fa42a2518997,
CONTANGO HOLDINGS,CGO,Contango Holdings PLC,,,,,,,,,,,,f,2c2cfd60-72dd-4318-a304-f891d7f251fc,
CORONADO GLOBAL RESOURCES,CRN.XA,Coronado Global Resources Inc,,,,,,,,,,,,f,2ff92eec-4379-46f4-a79e-40be54de650a,
CSX,CSX,CSX Corp,,,,,,,,,,,,f,5eca83df-c090-46cd-8d54-5071df7a3ad8,
DALMIA BHARAT,542216,Dalmia Bharat Ltd,,,,,,,,,,,,f,149d3c2e-ecb5-4d91-99a3-81861eb9a088,
DAQIN RAILWAY CORPORATION,601006,大秦铁路股份有限公司,,,,,,,,,,,,f,1ba19626-5856-42d7-9b5e-b99f3d902cd4,
DATANG HUAYIN ELECTRIC,600744,大唐华银电力股份有限公司,,,,,,,,,,,,f,2606442f-44e9-4d97-b785-acf40174c18f,
DELTA DUNIA MAKMUR,DOID,PT Delta Dunia Makmur Tbk,,,,,,,,,,,,f,025db04f-81ce-405d-b748-b1de1cdbc653,
DMCI HOLDINGS,DMC,DMCI Holdings Inc,,,,,,,,,,,,f,fcdc2c17-57be-4195-966f-667d14aa5738,
DONGFANG ELECTRIC CORPORATION,600875,东方电气股份有限公司,,,,,,,,,,,,f,73bfefe2-6292-4fc4-bea4-b51c562ca11f,
DOOSAN ENERBILITY,34020,두산에너빌리티(주),,,,,,,,,,,,f,35be1083-2551-4287-a2e7-0ca3846f6153,
E-COMMODITIES HOLDINGS,1733,易大宗控股有限公司,,,,,,,,,,,,f,1cef76dd-095e-4182-9def-09b69dffc6d6,
ELECTRIC POWER,9513,電源開発株式会社,,,,,,,,,,,,f,885041c8-b9d8-428e-973e-6bddee07b4a5,
ELECTRICITY GENERATING,EGCO,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),,,,,,,,,,,,f,5cd2e1d2-b3c3-40dc-8c70-8cf61ca4b30a,
ELION ENERGY,600277,亿利洁能股份有限公司,,,,,,,,,,,,f,1b3e5191-622e-46ef-a56a-f25527b27fbd,
EMERA,EMA,Emera Inc,,,,,,,,,,,,f,42539d22-20e8-4e07-8cb0-cb8c43b6d1f6,
EMPRESAS COPEC,COPEC,Empresas COPEC SA,,,,,,,,,,,,f,9c4eeda3-8e36-4c8a-80ae-034badb3de38,
EVRAZ,EVR,EVRAZ PLC,,,,,,,,,,,,f,89558e1b-2b22-4f98-ab63-d2bbd4738250,
EXXARO RESOURCES,EXX,Exxaro Resources Ltd,,,,,,,,,,,,f,f95d63fc-1634-4d26-8a91-245e89cfcd59,
FIRSTENERGY,FE,FirstEnergy Corp,,,,,,,,,,,,f,4b52c0bd-0678-4ed3-8a66-76eb8ff9f0b8,
FUJIAN FUNENG CORPORATION,600483,福建弗能有限公司,,,,,,,,,,,,f,9a0dfb15-c5ee-4a76-8e99-d03b2682e912,
GANSU ENERGY CHEMICAL,552,甘肃能化股份有限公司,,,,,,,,,,,,f,9125f111-9431-44e6-a55b-7bbf17700111,
GEO ENERGY RESOURCES,RE4,Geo Energy Resources Ltd,,,,,,,,,,,,f,7b173e18-62c0-4a16-8dc2-48d0dde40131,
GLOBALTRANS INVESTMENT,,Globaltrans Investment PLC,,,,,,,,,,,,f,348f99bd-075e-47e0-af2b-230756102f45,
GMR POWER AND URBAN INFRA,543490,GMR Power and Urban Infra Ltd,,,,,,,,,,,,f,4c18f662-fc35-4e20-89d5-cc1696bb18f6,
GPSC,GPSC,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),,,,,,,,,,,,f,d1f455a1-2a50-49b8-8a54-e9a34cfdbafc,
GRAND OCEAN ADV RES CORPORATION,65,弘海高新资源有限公司,,,,,,,,,,,,f,41f4517b-ebe8-4876-84a1-2a4e36283260,
GRENEVIA,GEA,GRENEVIA SPÓŁKA AKCYJNA,,,,,,,,,,,,f,b1bdff15-99db-4929-8f89-6b3cc5834687,
GRINDROD,GND,Grindrod Ltd,,,,,,,,,,,,f,939c1f16-0c53-47d1-bcae-a42f7cbf2f93,
GUANGDONG HONGDA HOLDINGS,2683,广东宏大控股集团股份有限公司,,,,,,,,,,,,f,be6a296d-9a4a-4df6-84f0-aa88542516e3,
GUANGXI GUIGUAN ELECTRIC,600236,广西桂冠电力股份有限公司,,,,,,,,,,,,f,a2169920-b762-44b6-b3cf-561968d5c4ff,
GUIZHOU PANJIANG REFINED,600395,贵州盘江精煤股份有限公司,,,,,,,,,,,,f,51fdaace-4579-4cf1-8ac8-761167e26f2a,
GUJARAT INDUSTRIES POWER,517300,Gujarat Industries Power Co Ltd,,,,,,,,,,,,f,5a945a18-23f2-4cef-8928-71335c8d38e7,
GUJARAT MINERAL DEV CORPORATION,532181,Gujarat Mineral Development Corp Ltd,,,,,,,,,,,,f,4d55c138-d457-42ad-9b99-c595f83d2554,
GVK POWER & INFRA,532708,GVK Power & Infrastructure Ltd,,,,,,,,,,,,f,8c61b96f-fceb-4f38-a05b-99e456a6c40d,
HALLADOR ENERGY,HNRG,Hallador Energy Co,,,,,,,,,,,,f,e2121f08-7cbf-4d7d-91c1-857079fdc254,
HANGZHOU COGENERATION,605011,杭州热电集团股份有限公司,,,,,,,,,,,,f,05830e40-69dc-4945-8a39-48b5a4b239b3,
HARBIN ELECTRIC CORPORATION,1133,哈尔滨电气股份有限公司,,,,,,,,,,,,f,87eebdb1-12c1-408e-80a4-24debe3f2c5b,
HARBIN HATOU INV CORPORATION,600864,哈尔滨哈投投资股份有限公司,,,,,,,,,,,,f,5238cde7-ced4-4ea2-927b-695f41f9ac14,
HARUM ENERGY,HRUM,PT Harum Energy Tbk,,,,,,,,,,,,f,37347394-5c99-44a0-8852-ea4961f99f17,
HENAN JINMA ENERGY CORPORATION,6885,河南金马能源股份有限公司,,,,,,,,,,,,f,1ea6257c-6e85-46d1-9622-3d725843f68d,
HENAN SHENHUO COAL,933,河南神火煤电股份有限公司,,,,,,,,,,,,f,d8f671c6-ad2a-47bb-a368-1b767888dfab,
HENAN YUNENG HODINGS,1896,河南豫能控股股份有限公司,,,,,,,,,,,,f,8deb1535-d4c4-4d8a-8bf1-718cbf82ed02,
HINDALCO INDUSTRIES,HINDALCO,Hindalco Industries Ltd,,,,,,,,,,,,f,e826cfef-1333-410b-9b1c-0fda21058469,
HOKKAIDO ELECTRIC POWER,9509,北海道電力株式会社,,,,,,,,,,,,f,1007ba18-1fe4-4614-a37b-3c89419e2cdf,
HOKURIKU ELECTRIC POWER,9505,北陸電力株式会社,,,,,,,,,,,,f,5f09e221-8387-4a57-bf12-c564b5fe151b,
HUAIBEI MINING HLDGS CORPORATION,600985,淮北矿业控股股份有限公司,,,,,,,,,,,,f,2349cad8-729b-48c8-86ab-31aecb60b38f,
HUAIHE ENERGY (GROUP),600575,淮河能源(集团)股份有限公司,,,,,,,,,,,,f,d43adffc-7e12-45eb-afd5-7709ddbb5f3e,
HUB POWER CORPORATION,HUBC,Hub Power Co Ltd,,,,,,,,,,,,f,58e0431a-6b51-4f6b-b342-2c0718b63379,
HUBEI ENERGY GROUP,883,湖北能源集团股份有限公司,,,,,,,,,,,,f,36ef4d1a-7533-4668-8676-5774266a6e7c,
HUBEI YIHUA CHEMICAL,422,湖北宜化化工股份有限公司,,,,,,,,,,,,f,3a543f8c-7c6a-49fd-9616-08ea4a9de9a5,
INDIKA ENERGY,INDY,PT Indika Energy Tbk,,,,,,,,,,,,f,4d07bbc3-75c6-4f47-89d6-10aeecf34df0,
INDO TAMBANGRAYA MEGAH,ITMG,PT Indo Tambangraya Megah Tbk,,,,,,,,,,,,f,e378d922-38ac-432f-850c-064e104fa6bf,
INNER MONGOLIA DIAN TOU,2128,内蒙古霍林河露天煤业股份有限公司,,,,,,,,,,,,f,699fd3fb-3cc4-4c55-a31d-f41baf1b08b7,
INNER MONGOLIA ERDOS,600295,内蒙古鄂尔多斯资源股份有限公司,,,,,,,,,,,,f,f3cb9748-1008-4b06-9b4b-3d62c28b86a2,
INNER MONGOLIA JUNZHENG,601216,内蒙古君正能源化工集团股份有限公司,,,,,,,,,,,,f,8e622a83-91e1-48ac-95f6-b03e0aef583e,
INNER MONGOLIA MENGDIAN,600863,内蒙古蒙电华能热电股份有限公司,,,,,,,,,,,,f,0dcc6cdd-6bf4-4dcf-a0af-751f76e1186f,
INNER MONGOLIA YITAI COAL,900948,内蒙古伊泰煤炭股份有限公司,,,,,,,,,,,,f,88775270-30fa-4c08-901b-0ecb6eab541d,
INTER RAO UES,IRAO,ПАО Интер РАО ЕЭС,,,,,,,,,,,,f,fcab3b42-4972-4f8b-bfcc-bc9b7a18c7a8,
ITALIAN-THAI DEVELOPMENT,ITD,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),,,,,,,,,,,,f,82c9514a-8823-4153-accd-df907691c0e0,
JAIPRAKASH POWER VENTURES,532627,Jaiprakash Power Ventures Ltd,,,,,,,,,,,,f,de291a8e-b28b-4145-849f-8454f74f6c7f,
JARDINE CYCLE & CARRIAGE,C07,Jardine Cycle & Carriage Ltd,,,,,,,,,,,,f,850fa3c5-68b7-4bff-a798-7f579e72d1e4,
JARDINE MATHESON HLDGS,J36,Jardine Matheson Holdings Ltd,,,,,,,,,,,,f,197d3f2b-e1f1-4858-b1df-274a64a57698,
JASTRZEBSKA SPOLKA,JSW,Jastrzebska Spolka Weglowa SA,,,,,,,,,,,,f,3bac78c3-1096-40a8-89f1-b35895a12930,
JIANGSU XUKUANG ENERGY,600925,江苏徐矿能源股份有限公司,,,,,,,,,,,,f,0d404931-c974-4cb6-9ba5-64b21aa8c80b,
JIANGXI GANNENG,899,江西赣能股份有限公司,,,,,,,,,,,,f,a90b90df-b48f-40bc-8344-2768d0fc3e4b,
JILIN ELECTRIC POWER CORPORATION,875,吉林电力股份有限公司,,,,,,,,,,,,f,528e46ae-37a3-4c63-87b1-1bd70b43c66f,
JINDAL STEEL & POWER,532286,Jindal Steel & Power Ltd,,,,,,,,,,,,f,e9cdb50e-8828-45ba-acef-45970e087c45,
JINNENG HOLDING SHANXI,601001,晋能控股山西煤业股份有限公司,,,,,,,,,,,,f,2ff4ade4-177c-421c-8d4e-1c8a5579bce6,
JINNENG HOLDING SHANXI,767,晋能控股山西电力股份有限公司,,,,,,,,,,,,f,c4bcc0b3-d387-4cc9-ae8c-76b22550af4f,
JIZHONG ENERGY RES CORPORATION,937,冀中能源股份有限公司,,,,,,,,,,,,f,cf820037-e00f-42bf-bce7-41ea55cdface,
JSW ENERGY,JSWENERGY,JSW Energy Ltd,,,,,,,,,,,,f,694ded31-9e67-4c7e-b5b1-46e116c227c0,
JSW STEEL,500228,JSW Steel Ltd,,,,,,,,,,,,f,ec24a9f1-a498-4960-bebd-cbd755ae5ce4,
KAILUAN ENERGY CHEMICAL,600997,开滦能源化工股份有限公司,,,,,,,,,,,,f,f90092b4-18c0-4a4e-b3b1-9e02b38a9c7c,
KANSAI ELECTRIC POWER,9503,関西電力株式会社,,,,,,,,,,,,f,24457411-02e1-49df-abbb-18499750efb0,
KINETIC DEV GR,1277,力量发展集团有限公司,,,,,,,,,,,,f,45d7bed9-3444-4421-b068-ec8df3922686,
KYUNGDONG INVEST CORPORATION,12320,(주)경동인베스트,,,,,,,,,,,,f,ec700398-f8e6-4a89-8ac1-ea3e1db2d556,
LANHUA SCI-TECH VENTURE,600123,山西兰花科技创业股份有限公司,,,,,,,,,,,,f,f1460d32-8f3f-4996-a595-dc3f0fda5297,
LANNA RESOURCES,LANNA,บริษัท ลานนารีซอร์สเซส จำกัด (มหาชน),,,,,,,,,,,,f,3790e2cb-d202-4371-8d67-66b154efcdef,
LUENMEI QUANTUM CORPORATION,600167,联美量子股份有限公司,,,,,,,,,,,,f,743c3fee-cf43-440b-89ee-1a39efeb870a,
LW BOGDANKA,LWB,LW Bogdanka S.A.,,,,,,,,,,,,f,a5613c2c-316e-4ba0-b08b-48b1ed753444,
LX INTL,1120,(주)LG상사,,,,,,,,,,,,f,ef864f88-26c1-4354-b34a-94ca8755234e,
MAGNITOGORSK IRON & STEEL,MAGN,Публичное акционерное общество Магнитогорский металлургический комбинат,,,,,,,,,,,,f,323a8c27-50e8-4846-bbaa-6633c661ea3e,
MECHEL PAO,MTLR,Мечел ПАО,,,,,,,,,,,,f,cc68b5bb-c62a-4400-a817-625ba11ab6ed,
MITRABAHTERA SEGARA,MBSS,PT Mitrabahtera Segara Sejati Tbk,,,,,,,,,,,,f,ff077803-3a8c-4087-b69d-58b06d597b1e,
MITRABARA ADIPERDANA,MBAP,PT Mitrabara Adiperdana Tbk,,,,,,,,,,,,f,4ab64cf0-d429-4b8e-a0c6-2c6b9fa5bfa6,
MITSUI MATSUSHIMA HLDGS,1518,三井松島ホールディングス株式会社,,,,,,,,,,,,f,fdb32e9e-5a43-426e-a1e8-7859289c6394,
MONGOLIAN MINING,975,Mongolian Mining Corp,,,,,,,,,,,,f,cec5d59d-6372-4949-a12e-5c01f4871c16,
MORELLA CORPORATION,1MC,Morella Corp Ltd,,,,,,,,,,,,f,3a74cea8-b8c5-4015-8ab6-fc9d083f0f28,
NACCO INDUSTRIES,NC,NACCO Industries Inc,,,,,,,,,,,,f,68c6f718-a26c-4155-8da3-3755c8ffcea2,
NALCO,532234,National Aluminium Co Ltd,,,,,,,,,,,,f,c61fa32e-2124-441d-8dd9-50409299c486,
NATURAL RESOURCES,NRP,Natural Resources Partners LP,,,,,,,,,,,,f,c9482bbf-a37a-40f7-a4e3-14b329b3747b,
NAVA,513023,Nava Ltd,,,,,,,,,,,,f,d7fea786-bfb3-4547-990d-59263392e3e3,
NEW HOPE CORPORATION,NHC,New Hope Corp Ltd,,,,,,,,,,,,f,f660452f-4e67-4b3b-b5da-096694114572,
NINGXIA BAOFENG ENERGY GR,600989,宁夏宝丰能源集团股份有限公司,,,,,,,,,,,,f,9acd77eb-1b63-44e5-92e7-bcfa62d01789,
